"mid","sex","level"
"506386","0","6"
"260326","-1","5"
"734004","-1","6"
"314330","0","5"
"525899","-1","5"
"317119","-1","6"
"747737","-1","5"
"156331","-1","5"
"276935","1","6"
"326609","-1","5"
"508750","-1","5"
"430798","-1","5"
"795178","-1","4"
"191032","-1","5"
"674026","-1","5"
"838619","-1","5"
"868495","-1","6"
"271650","-1","5"
"547630","-1","5"
"798430","-1","5"
"194410","-1","5"
"875921","-1","5"
"196884","-1","5"
"486964","-1","5"
"402060","1","5"
"238315","-1","5"
"804005","-1","5"
"570950","-1","5"
"247998","-1","6"
"271425","-1","5"
"805002","1","6"
"841332","-1","5"
"369218","1","6"
"799321","-1","5"
"426067","-1","6"
"800365","-1","5"
"260565","-1","4"
"808199","-1","5"
"836001","-1","6"
"636599","-1","5"
"342300","-1","6"
"755457","-1","5"
"356478","-1","4"
"113535","-1","5"
"712093","-1","5"
"672077","-1","4"
"254059","-1","5"
"208183","-1","5"
"905813","-1","5"
"130879","-1","5"
"846617","-1","5"
"745997","-1","5"
"515595","1","5"
"155704","1","5"
"280497","-1","5"
"901259","-1","6"
"654356","-1","5"
"317211","-1","5"
"618258","-1","5"
"385471","-1","6"
"701155","1","6"
"245637","-1","6"
"664518","-1","5"
"209428","-1","5"
"791661","-1","5"
"552862","-1","5"
"471781","-1","5"
"841396","-1","5"
"592920","-1","5"
"238106","-1","6"
"800237","-1","5"
"452433","-1","3"
"325005","-1","5"
"763792","1","5"
"298349","-1","5"
"191934","1","5"
"930193","-1","6"
"611824","-1","5"
"361200","-1","5"
"379913","-1","5"
"384526","-1","6"
"468256","-1","5"
"139747","-1","6"
"255370","-1","6"
"547979","-1","5"
"581956","-1","5"
"364535","-1","5"
"381981","1","5"
"301926","-1","6"
"639685","-1","5"
"566241","-1","5"
"597520","-1","5"
"272507","-1","5"
"278611","-1","6"
"461875","-1","5"
"814412","-1","5"
"119003","-1","5"
"120918","-1","6"
"578651","-1","5"
"796720","0","5"
"320168","-1","5"
"241613","-1","5"
"545184","-1","5"
"566293","-1","5"
"936530","-1","5"
"838890","0","5"
"227658","-1","5"
"786153","-1","5"
"217796","-1","5"
"773484","-1","5"
"773575","-1","5"
"394992","-1","5"
"697019","-1","5"
"457519","-1","4"
"690831","-1","5"
"126118","-1","5"
"429407","-1","5"
"652895","-1","5"
"525619","-1","6"
"201468","-1","6"
"253855","-1","6"
"504543","-1","5"
"388408","1","5"
"650286","-1","5"
"782829","-1","5"
"756381","-1","5"
"644141","-1","5"
"784053","1","5"
"478588","-1","5"
"169722","-1","5"
"162134","-1","6"
"828385","-1","5"
"308387","-1","6"
"135744","-1","6"
"758993","-1","5"
"239270","-1","6"
"913908","-1","5"
"548132","-1","5"
"394380","-1","5"
"881313","-1","5"
"240041","-1","5"
"179195","0","6"
"911010","-1","5"
"451834","-1","5"
"937753","-1","6"
"802610","-1","5"
"573255","-1","5"
"656183","-1","5"
"428303","-1","5"
"929500","-1","5"
"329565","-1","5"
"834253","-1","5"
"657753","-1","5"
"933881","1","5"
"305731","1","3"
"649210","-1","4"
"575912","-1","5"
"201313","-1","5"
"471462","-1","5"
"244297","-1","5"
"378455","-1","5"
"203004","-1","5"
"690526","-1","5"
"314907","1","5"
"282004","0","5"
"933642","-1","5"
"742364","1","6"
"733869","-1","5"
"421849","-1","5"
"704427","-1","5"
"236931","-1","5"
"702210","-1","5"
"798463","-1","5"
"458199","-1","5"
"679178","-1","5"
"848198","-1","5"
"701122","-1","5"
"693525","-1","5"
"254747","-1","5"
"557995","-1","5"
"336026","-1","5"
"506910","-1","5"
"415497","1","4"
"702730","-1","5"
"208448","1","6"
"553489","0","5"
"515609","0","5"
"134884","-1","3"
"214560","-1","5"
"206084","-1","5"
"310320","-1","5"
"126775","-1","5"
"134351","-1","5"
"738834","1","5"
"431196","0","5"
"698329","-1","5"
"741021","-1","4"
"836978","-1","5"
"520010","-1","5"
"822599","-1","5"
"403202","-1","5"
"467190","1","6"
"822160","-1","5"
"269417","-1","5"
"318208","-1","2"
"538413","-1","5"
"247983","-1","5"
"679057","-1","6"
"903148","-1","6"
"303262","-1","5"
"716769","0","5"
"150617","-1","5"
"312293","-1","5"
"600032","-1","5"
"572177","-1","5"
"696200","-1","6"
"603791","-1","6"
"856949","1","5"
"745867","1","5"
"649032","-1","5"
"194033","1","6"
"502627","-1","5"
"750788","-1","5"
"575095","0","5"
"320937","-1","6"
"201023","1","5"
"224003","-1","6"
"695831","-1","5"
"277296","-1","5"
"516555","-1","6"
"929185","-1","5"
"885988","-1","5"
"417244","-1","5"
"613074","1","5"
"131386","1","5"
"104000","-1","4"
"406478","-1","3"
"738395","-1","5"
"656290","-1","5"
"254533","-1","5"
"561127","-1","5"
"449796","-1","5"
"742033","-1","6"
"338895","-1","5"
"634347","-1","5"
"885098","-1","5"
"641108","-1","5"
"377334","-1","5"
"357038","-1","5"
"540045","-1","6"
"273415","-1","5"
"338997","-1","6"
"756909","-1","5"
"806119","-1","5"
"313885","-1","6"
"518092","1","6"
"930035","-1","5"
"470751","-1","5"
"104255","-1","6"
"844686","-1","6"
"242438","-1","5"
"251571","-1","5"
"109810","-1","5"
"909787","0","5"
"597320","-1","5"
"666013","0","5"
"471656","-1","5"
"406854","-1","5"
"453976","0","5"
"514250","1","6"
"517984","-1","5"
"567201","-1","5"
"351238","0","5"
"285101","-1","5"
"351948","-1","5"
"380251","-1","6"
"480109","-1","4"
"371864","-1","6"
"660576","-1","5"
"388635","-1","5"
"356596","-1","6"
"887671","-1","5"
"318143","-1","5"
"373210","-1","5"
"354112","-1","5"
"937171","-1","6"
"647565","-1","5"
"567772","-1","5"
"637287","-1","5"
"171084","-1","5"
"597261","-1","5"
"747454","-1","5"
"795013","-1","5"
"462231","-1","5"
"279665","-1","5"
"896638","-1","5"
"769875","-1","6"
"400739","-1","5"
"545076","-1","5"
"761906","-1","6"
"319094","-1","5"
"307824","-1","5"
"662945","-1","5"
"771626","1","5"
"828639","1","5"
"323813","-1","6"
"271360","-1","6"
"459913","-1","5"
"237697","-1","5"
"554711","-1","5"
"559158","-1","5"
"587367","-1","6"
"509786","1","5"
"389873","1","5"
"241699","-1","5"
"631780","-1","5"
"787184","-1","6"
"474724","0","6"
"602194","-1","6"
"908294","-1","5"
"595339","-1","5"
"629318","1","5"
"575638","1","6"
"811677","1","5"
"377639","-1","6"
"472964","-1","5"
"495413","-1","4"
"436855","-1","5"
"733948","1","6"
"496680","-1","5"
"148049","-1","5"
"897868","-1","5"
"293761","-1","6"
"211976","-1","5"
"860839","-1","5"
"883834","0","5"
"700818","-1","5"
"356685","-1","5"
"166122","-1","5"
"829910","-1","5"
"204057","-1","6"
"447670","-1","5"
"625548","-1","5"
"544254","-1","5"
"802601","1","6"
"652145","-1","6"
"512409","1","5"
"405962","-1","6"
"908743","-1","5"
"443854","-1","6"
"516356","0","5"
"492662","-1","5"
"925048","-1","4"
"906674","-1","5"
"292409","-1","5"
"504095","-1","6"
"338594","-1","5"
"890453","-1","5"
"689132","-1","4"
"673525","-1","4"
"744777","-1","4"
"543049","-1","5"
"644946","-1","5"
"347331","-1","5"
"819607","-1","6"
"385064","-1","5"
"321010","-1","5"
"914780","-1","5"
"336939","-1","6"
"912665","1","6"
"557105","-1","5"
"294199","-1","5"
"505883","-1","5"
"318623","-1","5"
"567868","-1","5"
"746604","-1","5"
"733407","-1","5"
"275586","0","6"
"110390","-1","6"
"667474","-1","5"
"605304","-1","5"
"699501","-1","6"
"940766","-1","6"
"744782","-1","5"
"796064","1","5"
"494014","-1","5"
"267412","-1","4"
"158757","-1","6"
"427013","-1","5"
"408695","1","5"
"431294","-1","4"
"896526","-1","5"
"692900","-1","6"
"239611","-1","5"
"847423","1","5"
"133391","-1","5"
"136198","-1","6"
"756374","-1","5"
"862720","-1","5"
"490367","-1","5"
"780512","-1","5"
"590278","-1","5"
"302673","-1","5"
"416441","-1","5"
"426755","-1","5"
"639330","-1","6"
"461705","-1","6"
"379711","1","6"
"561567","-1","6"
"739397","-1","5"
"217437","-1","5"
"351903","-1","6"
"863614","0","5"
"538869","-1","5"
"544000","-1","5"
"293083","1","6"
"879696","-1","5"
"802458","1","5"
"322290","0","4"
"508707","-1","6"
"461428","-1","6"
"463225","-1","1"
"658789","-1","5"
"515619","-1","5"
"681017","0","5"
"492756","-1","5"
"730780","-1","5"
"693220","-1","5"
"778528","-1","5"
"316656","-1","5"
"471985","-1","5"
"901539","-1","5"
"316073","1","5"
"481769","-1","6"
"815397","-1","5"
"876442","-1","6"
"738628","-1","5"
"682175","-1","5"
"347816","-1","5"
"589910","-1","5"
"102418","-1","5"
"743959","-1","5"
"253339","-1","6"
"430569","-1","5"
"460732","0","5"
"390589","-1","5"
"410484","-1","4"
"535865","-1","5"
"241249","1","5"
"312432","1","4"
"485948","-1","5"
"877744","0","5"
"804563","-1","5"
"225375","-1","5"
"822739","-1","5"
"840812","-1","5"
"529865","0","5"
"695324","1","5"
"558061","-1","5"
"497812","1","6"
"555608","-1","5"
"484821","-1","5"
"938171","-1","5"
"229686","-1","5"
"690927","-1","6"
"881585","1","5"
"861622","-1","5"
"884445","1","5"
"812636","-1","5"
"481328","-1","6"
"529666","-1","5"
"537348","1","6"
"611201","-1","5"
"319895","-1","6"
"588795","-1","4"
"916042","-1","5"
"576793","-1","5"
"672020","-1","5"
"550698","-1","5"
"695717","1","5"
"835258","-1","5"
"779075","-1","5"
"661262","-1","5"
"626434","-1","5"
"369074","1","6"
"829453","-1","5"
"427662","-1","5"
"219015","1","5"
"153381","-1","5"
"218230","-1","5"
"243215","-1","6"
"755232","-1","5"
"483672","-1","5"
"525748","-1","5"
"886027","-1","4"
"750915","1","5"
"589761","-1","6"
"525244","-1","5"
"837681","-1","5"
"424431","-1","5"
"593635","-1","6"
"110231","1","5"
"432480","-1","5"
"860828","-1","5"
"405391","-1","5"
"321479","1","5"
"756793","-1","5"
"257793","-1","6"
"310635","-1","6"
"760490","-1","5"
"321238","-1","5"
"505400","1","3"
"886865","-1","5"
"341400","-1","5"
"832928","-1","5"
"263364","-1","5"
"345343","-1","5"
"720549","1","5"
"847905","-1","6"
"913309","-1","3"
"568122","-1","5"
"388565","-1","5"
"818538","0","5"
"905480","-1","6"
"325508","1","6"
"362870","1","5"
"594526","-1","6"
"128871","1","5"
"903732","1","6"
"153064","-1","4"
"164462","-1","5"
"839378","-1","5"
"299570","-1","5"
"512343","-1","5"
"661606","-1","4"
"298203","-1","5"
"744996","-1","5"
"522256","-1","5"
"736268","-1","5"
"915935","-1","5"
"504544","-1","6"
"158743","-1","5"
"307879","-1","6"
"296301","1","5"
"332218","-1","5"
"604883","1","5"
"115589","-1","6"
"780320","-1","5"
"332203","1","5"
"170158","-1","5"
"887939","-1","5"
"624634","-1","5"
"581212","0","5"
"933847","-1","5"
"281049","-1","4"
"566841","-1","6"
"165112","-1","5"
"580941","-1","5"
"843495","-1","5"
"802794","-1","5"
"201697","-1","5"
"630607","0","5"
"102206","1","6"
"189952","-1","6"
"769976","-1","5"
"289896","-1","5"
"503183","-1","6"
"390599","-1","4"
"748434","-1","5"
"629496","-1","5"
"685229","-1","5"
"225073","1","5"
"127946","-1","6"
"921313","-1","5"
"487164","-1","6"
"366254","-1","5"
"615933","-1","5"
"453667","-1","5"
"865101","-1","5"
"169699","-1","5"
"579694","0","5"
"364801","-1","5"
"762065","-1","5"
"890019","-1","6"
"954678","-1","5"
"521157","-1","5"
"905390","-1","5"
"876421","-1","6"
"774968","1","5"
"902062","-1","5"
"908326","0","5"
"366907","-1","5"
"489501","1","5"
"488328","-1","5"
"394383","0","6"
"265759","-1","5"
"606454","-1","5"
"623129","-1","6"
"797419","-1","5"
"888672","-1","5"
"820786","-1","5"
"639582","-1","5"
"621636","-1","5"
"124635","-1","5"
"947358","-1","5"
"320365","-1","5"
"132866","-1","5"
"772477","-1","4"
"745082","-1","5"
"640198","-1","6"
"867085","-1","5"
"284421","-1","5"
"542588","1","5"
"219033","-1","5"
"883723","-1","5"
"678116","-1","5"
"236153","1","6"
"762252","-1","5"
"482830","-1","5"
"619641","-1","5"
"517356","1","5"
"551676","-1","5"
"165113","-1","5"
"433845","-1","5"
"642063","-1","6"
"611317","1","5"
"518461","-1","5"
"913767","1","6"
"621300","-1","3"
"165952","-1","4"
"131873","-1","5"
"219240","-1","5"
"350423","-1","5"
"324795","-1","5"
"807847","-1","5"
"358534","-1","3"
"926066","1","6"
"810905","-1","5"
"458246","-1","5"
"862786","-1","6"
"833253","-1","6"
"338012","-1","5"
"589607","-1","5"
"655057","-1","5"
"501961","-1","6"
"822783","-1","5"
"412670","-1","5"
"662438","-1","5"
"390918","-1","5"
"297414","-1","5"
"804708","-1","6"
"769719","1","6"
"480749","1","5"
"356133","-1","6"
"368630","-1","5"
"759480","-1","5"
"590586","0","6"
"160344","-1","4"
"505559","1","6"
"517405","-1","6"
"935564","-1","5"
"845540","-1","5"
"908416","-1","5"
"923862","-1","4"
"592132","-1","5"
"775912","0","5"
"165816","-1","6"
"271254","-1","5"
"329502","1","5"
"441985","-1","5"
"399055","-1","5"
"324438","-1","5"
"154205","-1","5"
"533479","-1","5"
"684516","-1","5"
"387088","-1","5"
"280607","-1","5"
"116712","-1","5"
"186893","-1","6"
"322909","-1","5"
"377998","-1","5"
"790450","-1","5"
"418274","-1","5"
"630331","-1","5"
"513743","-1","5"
"915828","-1","4"
"215221","-1","5"
"467209","-1","6"
"140285","-1","6"
"244320","-1","5"
"671351","1","5"
"107558","-1","6"
"270907","-1","5"
"557429","-1","5"
"581375","-1","4"
"832011","-1","5"
"838355","-1","5"
"605082","-1","5"
"328181","-1","5"
"633579","-1","5"
"936494","1","5"
"503370","-1","5"
"732993","-1","5"
"351991","-1","6"
"466611","-1","5"
"210156","-1","5"
"603079","-1","5"
"446301","-1","5"
"380864","1","6"
"832784","-1","6"
"129557","-1","5"
"624748","1","5"
"229697","-1","6"
"197107","-1","5"
"318295","1","6"
"734021","-1","5"
"829898","-1","5"
"834011","1","6"
"647200","-1","6"
"405007","-1","5"
"222330","1","6"
"553125","-1","5"
"789523","-1","5"
"342794","-1","5"
"634294","-1","5"
"503162","-1","5"
"378985","-1","5"
"492543","1","6"
"862143","-1","5"
"720525","0","6"
"205564","-1","6"
"610556","1","5"
"482973","-1","6"
"922685","-1","5"
"228116","-1","5"
"479440","-1","5"
"3319456","-1","5"
"3965331","-1","5"
"2183635","-1","5"
"9569821","-1","5"
"6010662","-1","5"
"1733089","-1","5"
"8434130","-1","4"
"2822789","-1","5"
"6131224","-1","5"
"3956003","1","4"
"7781858","-1","5"
"9253918","-1","5"
"8582690","-1","5"
"8538744","-1","5"
"7805023","-1","5"
"2274423","-1","4"
"9986285","-1","5"
"6004469","-1","5"
"7224562","-1","5"
"7997074","-1","4"
"2168688","0","5"
"7364153","-1","5"
"4807834","-1","5"
"8108316","-1","5"
"5918813","0","6"
"6822467","-1","5"
"9055661","-1","4"
"6404382","-1","5"
"3112783","-1","5"
"7716668","-1","5"
"4964879","-1","5"
"9400947","-1","5"
"5877368","-1","5"
"5017287","-1","5"
"7329060","-1","5"
"7429352","-1","4"
"7562670","-1","5"
"3440829","-1","3"
"2408702","-1","5"
"6830909","-1","5"
"9667125","-1","5"
"8080838","-1","4"
"5474444","1","5"
"5009656","-1","5"
"4217317","-1","5"
"1599277","-1","5"
"1561501","-1","5"
"1295564","-1","5"
"2768452","-1","5"
"1392661","-1","5"
"1679940","-1","5"
"2208486","-1","5"
"4077411","-1","4"
"4796504","-1","5"
"2408644","-1","5"
"9064997","-1","4"
"4609254","1","5"
"1743626","-1","5"
"8022786","-1","5"
"6404268","-1","5"
"5434424","-1","5"
"4379033","-1","5"
"1538840","-1","5"
"7178409","1","6"
"9105727","-1","5"
"6563540","-1","5"
"7940469","-1","5"
"3706163","-1","4"
"2780484","-1","5"
"3086396","1","6"
"1332282","0","5"
"1501450","1","6"
"1952224","-1","4"
"2429039","-1","5"
"8314647","-1","5"
"6060165","0","5"
"1113967","-1","6"
"6274151","0","4"
"7338136","1","5"
"9593578","-1","6"
"4101469","-1","5"
"2141168","1","5"
"8466587","1","5"
"3925885","-1","5"
"4864874","-1","6"
"6508980","-1","6"
"8629910","-1","5"
"7408109","-1","5"
"3620395","-1","5"
"3951966","-1","5"
"5878048","-1","5"
"6598450","-1","5"
"3915974","1","4"
"4732720","1","5"
"2149012","1","6"
"3961874","-1","5"
"4396614","1","5"
"1848005","-1","4"
"2775911","-1","5"
"8688703","-1","5"
"8837502","-1","5"
"9578985","-1","5"
"7062214","-1","5"
"2641159","-1","5"
"2784670","-1","5"
"6758381","0","6"
"2920025","-1","4"
"3078818","-1","5"
"3936391","-1","5"
"3812918","-1","5"
"7272734","-1","5"
"9836869","0","5"
"1492726","-1","4"
"5971101","-1","5"
"7008218","-1","5"
"3831920","1","5"
"5607228","-1","5"
"9559891","-1","4"
"8323597","0","5"
"8133952","-1","4"
"5227835","-1","5"
"3123075","-1","4"
"5275593","1","5"
"8611165","-1","5"
"8995472","-1","5"
"9318441","-1","5"
"1710174","-1","4"
"2141688","-1","5"
"1509343","-1","5"
"4910497","-1","5"
"7130596","1","5"
"3789625","-1","5"
"3920830","-1","6"
"5519087","-1","5"
"2304516","-1","5"
"7272895","-1","5"
"2422972","-1","6"
"8358388","-1","5"
"2666547","-1","5"
"7527461","1","5"
"9375486","-1","4"
"2463667","-1","5"
"9536905","-1","5"
"4639358","0","4"
"7991104","-1","5"
"1547399","-1","6"
"2619685","-1","5"
"2877016","0","5"
"2378989","-1","5"
"9969076","-1","6"
"3842341","1","5"
"3113853","-1","5"
"1682168","-1","5"
"4935766","-1","5"
"8800031","1","5"
"1648993","-1","5"
"6824824","-1","5"
"1809033","-1","5"
"5541267","-1","5"
"7610921","-1","5"
"3714932","1","5"
"5675245","-1","5"
"2771491","-1","5"
"1565663","-1","6"
"5608423","-1","5"
"1790316","1","6"
"8283892","-1","5"
"8349088","-1","5"
"3775235","-1","5"
"8332805","-1","5"
"4173394","-1","5"
"8439894","-1","5"
"4856712","-1","5"
"7160170","-1","4"
"7289512","-1","5"
"3197847","1","5"
"3181988","-1","5"
"3330247","-1","5"
"7483234","-1","5"
"9901647","-1","5"
"1557282","-1","5"
"8779317","-1","5"
"3498986","-1","3"
"2770458","-1","5"
"8284002","-1","5"
"4223715","-1","4"
"8076096","-1","6"
"1604003","0","5"
"4225122","-1","5"
"1754878","0","6"
"9580775","-1","5"
"1947452","-1","5"
"6638433","-1","6"
"2492370","-1","4"
"4174770","1","5"
"2820282","-1","5"
"7855447","1","5"
"8375903","-1","5"
"1608300","-1","6"
"8315285","-1","5"
"2123413","0","5"
"5016519","1","5"
"8691557","-1","5"
"9648032","-1","5"
"3966529","-1","5"
"4275576","-1","5"
"8691505","-1","5"
"2232769","-1","6"
"7880461","-1","6"
"7852612","-1","4"
"9230521","-1","5"
"7796469","-1","5"
"4818506","-1","5"
"8682262","-1","5"
"6003526","-1","4"
"6269854","-1","5"
"8224751","-1","5"
"4158618","0","5"
"3237993","-1","5"
"2178708","-1","4"
"7819706","-1","5"
"2834970","-1","5"
"6473792","-1","4"
"1282678","-1","3"
"7166422","-1","5"
"6211836","-1","5"
"8443469","-1","5"
"4843248","-1","5"
"4923484","-1","5"
"1646235","-1","5"
"9931247","-1","5"
"5622328","-1","5"
"5087171","-1","5"
"4061955","1","5"
"1977794","-1","6"
"3102420","1","5"
"8266219","-1","4"
"1384593","-1","4"
"2199741","-1","4"
"6695157","0","5"
"9553572","-1","5"
"9460449","-1","5"
"7011021","-1","5"
"3417981","-1","5"
"9209072","0","5"
"1629220","-1","5"
"1520363","-1","5"
"1540539","-1","5"
"2222091","-1","5"
"1888690","-1","5"
"8803146","-1","5"
"9030106","-1","5"
"8319343","0","5"
"3700911","-1","5"
"3584414","-1","5"
"4606537","-1","5"
"4254677","-1","5"
"5839437","0","5"
"2822803","-1","5"
"4924885","1","5"
"3020385","-1","5"
"1441960","-1","5"
"3700198","1","5"
"4191855","-1","4"
"1774501","1","5"
"6832469","1","5"
"1873418","-1","5"
"9572262","-1","6"
"2701949","-1","5"
"2793635","-1","5"
"9439083","-1","5"
"1790437","-1","4"
"4053679","1","5"
"8224323","-1","5"
"6240803","-1","5"
"7844663","-1","5"
"4299535","-1","5"
"8108587","-1","4"
"5113631","1","5"
"2043189","-1","5"
"6356633","-1","5"
"2081963","-1","5"
"2070569","-1","5"
"8061583","-1","5"
"8429877","-1","3"
"6646926","-1","6"
"6370073","-1","5"
"8367218","-1","5"
"2368977","0","5"
"3122066","0","5"
"9533487","-1","5"
"1880333","-1","5"
"3435035","0","5"
"1982678","-1","5"
"7190376","-1","6"
"1981520","-1","5"
"2507892","-1","5"
"6268276","-1","5"
"2498494","-1","6"
"3304555","-1","6"
"2736278","0","5"
"3631797","1","6"
"7613617","-1","4"
"7275279","-1","5"
"1871491","1","5"
"8460403","-1","5"
"8365558","-1","5"
"9570977","1","6"
"7461070","-1","5"
"8759525","-1","5"
"7878867","1","5"
"4391027","-1","5"
"8328974","-1","5"
"8155696","0","5"
"5546299","-1","5"
"1743642","-1","5"
"6572950","-1","5"
"4435019","-1","5"
"8253799","-1","5"
"4936417","-1","6"
"3662548","-1","5"
"2393042","-1","5"
"3367547","1","5"
"8002012","-1","5"
"2547185","-1","5"
"1327433","-1","5"
"5345107","-1","5"
"5847908","-1","5"
"8364185","-1","5"
"4703205","-1","5"
"1350131","-1","5"
"1861302","-1","5"
"1931875","-1","5"
"3074517","-1","4"
"3987228","-1","5"
"8377494","-1","5"
"8290516","1","5"
"6622363","0","5"
"8455026","-1","4"
"2117958","-1","5"
"6014034","-1","5"
"3241678","-1","5"
"1703537","-1","6"
"2059724","0","5"
"2104277","-1","4"
"7919010","-1","5"
"7343421","0","5"
"4228940","-1","6"
"9160940","1","5"
"4014807","-1","5"
"3251148","-1","4"
"1338932","0","6"
"5695620","-1","6"
"4921522","-1","5"
"3632179","-1","4"
"6580558","-1","4"
"6473003","-1","5"
"8825473","1","5"
"4510326","-1","6"
"4804205","-1","5"
"4684147","-1","3"
"8982710","-1","6"
"6676883","-1","5"
"5724737","0","5"
"8550125","-1","5"
"8882873","-1","5"
"3433682","-1","5"
"4318061","-1","5"
"3924107","-1","5"
"6720812","-1","5"
"8502801","-1","5"
"2837567","-1","5"
"9385485","1","5"
"4400587","-1","5"
"9159168","0","6"
"6397249","0","5"
"6262435","-1","5"
"1407988","-1","4"
"6686506","-1","5"
"1501191","1","6"
"7185087","-1","4"
"2893145","-1","5"
"7772292","0","5"
"1756102","-1","5"
"3429841","-1","5"
"1642703","-1","4"
"9022057","-1","4"
"3072850","-1","5"
"6756616","0","5"
"5278044","-1","5"
"5112296","1","5"
"4535784","-1","5"
"5347090","-1","5"
"7388513","0","5"
"7145245","-1","4"
"2900526","-1","4"
"9450434","-1","5"
"2055275","-1","5"
"2763655","-1","5"
"8144119","-1","5"
"6683481","1","5"
"7200068","-1","5"
"7179750","-1","3"
"7963233","-1","5"
"4780508","0","5"
"8688090","-1","5"
"6094417","-1","5"
"5645801","0","5"
"2028668","1","5"
"3484652","-1","5"
"3427695","-1","5"
"4088404","1","5"
"3089149","0","4"
"5063411","-1","5"
"2403076","-1","5"
"5531510","-1","5"
"1288438","1","6"
"3712244","-1","5"
"8023506","-1","5"
"8532113","-1","5"
"6195739","1","5"
"8051312","1","6"
"8794673","-1","4"
"1491942","-1","5"
"6192323","-1","6"
"8493496","-1","5"
"7967338","-1","6"
"6576848","-1","5"
"1551199","-1","5"
"9732052","-1","4"
"7360245","-1","5"
"2811004","-1","5"
"8801923","-1","5"
"5630165","1","5"
"9050545","-1","3"
"1722937","-1","5"
"7676016","-1","5"
"9882074","-1","5"
"3680264","-1","5"
"4612766","-1","5"
"6646719","-1","5"
"1824899","-1","5"
"1970243","-1","5"
"4818546","-1","6"
"4787009","-1","5"
"4650668","1","5"
"8549060","-1","4"
"1852414","-1","5"
"2709373","-1","5"
"9313928","-1","5"
"6809747","-1","5"
"2134926","-1","5"
"8695901","-1","5"
"8687202","-1","5"
"4938745","-1","5"
"1497510","-1","5"
"1370186","-1","6"
"2911075","-1","3"
"6456994","1","5"
"4744371","0","4"
"2199864","-1","4"
"2001607","-1","5"
"4227909","-1","5"
"1348977","-1","5"
"5797744","-1","5"
"2402032","0","5"
"2915937","-1","6"
"9626369","-1","5"
"7068979","-1","3"
"4083541","-1","5"
"3766796","-1","5"
"8876148","-1","5"
"4237404","-1","5"
"5805330","-1","5"
"2020692","-1","5"
"1876256","-1","5"
"2010007","-1","5"
"3087032","1","5"
"4503817","-1","5"
"7017406","0","4"
"6697815","1","6"
"8694856","0","5"
"4060084","-1","5"
"2604075","-1","5"
"9158761","-1","4"
"1694826","-1","5"
"2046612","-1","5"
"3988333","-1","5"
"6249592","-1","6"
"8053599","-1","5"
"2909044","-1","3"
"1614712","-1","5"
"5391385","-1","5"
"1499200","-1","5"
"1838939","-1","5"
"6779241","-1","5"
"6121927","0","4"
"9521505","-1","5"
"6270359","-1","4"
"6523297","-1","4"
"4615347","-1","5"
"6463707","-1","5"
"2125320","-1","5"
"4757171","0","5"
"6543547","1","5"
"4581512","-1","5"
"4408557","0","5"
"1272388","-1","6"
"3765465","-1","5"
"4464864","-1","5"
"8612699","-1","4"
"5043960","-1","5"
"2100703","1","5"
"6993538","1","5"
"6960594","-1","5"
"2469361","-1","5"
"5039046","0","5"
"7239606","-1","5"
"3093097","-1","5"
"8272984","1","5"
"9971965","-1","5"
"1950036","-1","5"
"9873003","1","5"
"6954396","-1","6"
"6525288","-1","5"
"7623120","-1","5"
"2121492","-1","5"
"4196929","-1","5"
"6896642","-1","5"
"2198872","1","5"
"6930377","-1","5"
"8070840","-1","4"
"2704831","-1","4"
"1688367","1","5"
"3471281","-1","5"
"8937700","-1","5"
"2341478","-1","5"
"9119023","-1","6"
"3941131","-1","4"
"3663949","-1","5"
"2453421","-1","6"
"3665531","-1","4"
"1842839","0","5"
"7093905","-1","4"
"2128153","-1","5"
"2234911","-1","5"
"2684034","-1","3"
"4526012","-1","5"
"5508833","-1","4"
"2396616","-1","5"
"6937918","-1","5"
"5614466","-1","5"
"8729445","1","5"
"9280564","-1","5"
"7280796","0","5"
"9129638","-1","5"
"3425668","-1","5"
"4271595","1","6"
"8893608","-1","5"
"1727693","-1","5"
"3444081","-1","5"
"6585631","-1","6"
"4624344","-1","5"
"7925770","1","5"
"7031383","-1","5"
"4725620","-1","5"
"1865413","0","6"
"4940033","-1","5"
"5982328","-1","5"
"6160096","-1","5"
"2145009","1","5"
"6572680","0","5"
"8841752","0","5"
"6531026","-1","5"
"8550773","0","5"
"6867075","-1","5"
"7953801","-1","4"
"8064608","-1","5"
"7688242","1","5"
"9376903","1","5"
"1991655","-1","5"
"4460979","0","5"
"4507387","-1","5"
"6862618","-1","5"
"3810774","-1","5"
"1923119","-1","5"
"1921746","-1","5"
"8529212","-1","5"
"5446790","-1","5"
"5632505","0","5"
"3221998","-1","5"
"2391830","-1","5"
"2872870","-1","4"
"4396517","-1","6"
"9195519","-1","5"
"3315940","-1","6"
"4411342","-1","5"
"5754579","-1","6"
"6327910","-1","4"
"4289439","-1","5"
"7459753","0","5"
"1627388","-1","5"
"7143109","1","6"
"6931974","-1","6"
"2983364","-1","5"
"2116173","-1","5"
"2040516","-1","5"
"1879241","1","5"
"3954098","-1","6"
"8370767","-1","5"
"2229551","-1","5"
"8172680","-1","5"
"8961341","-1","4"
"3180731","-1","5"
"6874460","-1","5"
"4954861","-1","5"
"3968596","1","5"
"6360327","0","5"
"7755506","-1","5"
"8961727","1","5"
"1297371","-1","5"
"8168055","-1","5"
"7981117","-1","5"
"3063446","-1","5"
"6068389","-1","5"
